dataset,metadata,color,split0,split1,split2,split3,split4,split5,split6,split7,split8,split9,split10,split11,split12,split13,split14,split15,split16,split17,split18,split19
Shuffle2_PhILR_prev_filt90_Silva_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.42857142857142855,0.43506493506493504,0.3961038961038961,0.43506493506493504,0.474025974025974,0.4025974025974026,0.45454545454545453,0.44155844155844154,0.461038961038961,0.42857142857142855,0.4090909090909091,0.42207792207792205,0.4675324675324675,0.42207792207792205,0.461038961038961,0.38961038961038963,0.35714285714285715,0.42207792207792205,0.4675324675324675,0.42207792207792205
Shuffle3_PhILR_prev_filt90_Silva_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.4155844155844156,0.3961038961038961,0.43506493506493504,0.44155844155844154,0.4805194805194805,0.42857142857142855,0.4090909090909091,0.43506493506493504,0.43506493506493504,0.461038961038961,0.4675324675324675,0.44155844155844154,0.512987012987013,0.44155844155844154,0.45454545454545453,0.36363636363636365,0.35714285714285715,0.42857142857142855,0.474025974025974,0.4155844155844156
UPGMA_prev_filt_DADA2,Recruitment.Location,white,0.43506493506493504,0.3961038961038961,0.4025974025974026,0.4155844155844156,0.4935064935064935,0.4025974025974026,0.45454545454545453,0.474025974025974,0.4090909090909091,0.4675324675324675,0.474025974025974,0.4025974025974026,0.44155844155844154,0.38961038961038963,0.4025974025974026,0.3961038961038961,0.33116883116883117,0.37012987012987014,0.461038961038961,0.3961038961038961
prev_filt90_UPGMA_DADA2_blw.sqrt_enorm,Recruitment.Location,#050598,0.44155844155844154,0.44155844155844154,0.42207792207792205,0.461038961038961,0.5194805194805194,0.4935064935064935,0.4675324675324675,0.4675324675324675,0.461038961038961,0.4805194805194805,0.461038961038961,0.45454545454545453,0.5324675324675324,0.4090909090909091,0.4675324675324675,0.43506493506493504,0.35064935064935066,0.42207792207792205,0.4805194805194805,0.44155844155844154
Shuffle1_PhILR_prev_filt90_UPGMA_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.42857142857142855,0.4090909090909091,0.4155844155844156,0.4155844155844156,0.5194805194805194,0.38961038961038963,0.42857142857142855,0.461038961038961,0.4675324675324675,0.44805194805194803,0.43506493506493504,0.44805194805194803,0.5,0.4155844155844156,0.45454545454545453,0.38311688311688313,0.3051948051948052,0.4025974025974026,0.4935064935064935,0.42207792207792205
Shuffle2_PhILR_prev_filt90_UPGMA_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.461038961038961,0.4155844155844156,0.38311688311688313,0.44805194805194803,0.4805194805194805,0.42857142857142855,0.44805194805194803,0.44805194805194803,0.42207792207792205,0.43506493506493504,0.44155844155844154,0.44805194805194803,0.5064935064935064,0.4090909090909091,0.43506493506493504,0.3961038961038961,0.3116883116883117,0.42857142857142855,0.487012987012987,0.42207792207792205
Shuffle3_PhILR_prev_filt90_UPGMA_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.43506493506493504,0.4090909090909091,0.4155844155844156,0.44805194805194803,0.5194805194805194,0.43506493506493504,0.461038961038961,0.4935064935064935,0.44155844155844154,0.45454545454545453,0.42857142857142855,0.44155844155844154,0.487012987012987,0.42207792207792205,0.42857142857142855,0.38961038961038963,0.33116883116883117,0.3961038961038961,0.4805194805194805,0.42207792207792205
IQtree_prev_filt_DADA2,Recruitment.Location,white,0.48427672955974843,0.4088050314465409,0.4088050314465409,0.4591194968553459,0.4339622641509434,0.44025157232704404,0.4339622641509434,0.4528301886792453,0.44025157232704404,0.44654088050314467,0.44025157232704404,0.3836477987421384,0.46540880503144655,0.42138364779874216,0.4276729559748428,0.4339622641509434,0.39622641509433965,0.41509433962264153,0.4339622641509434,0.389937106918239
prev_filt90_IQtree_blw.sqrt_enorm,Recruitment.Location,#050598,0.4968553459119497,0.46540880503144655,0.42138364779874216,0.49056603773584906,0.41509433962264153,0.44025157232704404,0.46540880503144655,0.46540880503144655,0.4968553459119497,0.49056603773584906,0.4276729559748428,0.44025157232704404,0.4716981132075472,0.4276729559748428,0.4716981132075472,0.44025157232704404,0.4276729559748428,0.4025157232704403,0.49056603773584906,0.4591194968553459
Shuffle1_PhILR_prev_filt90_IQtree_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.4968553459119497,0.4088050314465409,0.39622641509433965,0.44654088050314467,0.4088050314465409,0.41509433962264153,0.44654088050314467,0.4779874213836478,0.4716981132075472,0.4779874213836478,0.4528301886792453,0.4276729559748428,0.4779874213836478,0.44025157232704404,0.4276729559748428,0.4528301886792453,0.4339622641509434,0.4025157232704403,0.44025157232704404,0.41509433962264153
Shuffle2_PhILR_prev_filt90_IQtree_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.4716981132075472,0.41509433962264153,0.4276729559748428,0.41509433962264153,0.4276729559748428,0.42138364779874216,0.41509433962264153,0.44654088050314467,0.4528301886792453,0.48427672955974843,0.4339622641509434,0.4025157232704403,0.4591194968553459,0.41509433962264153,0.44025157232704404,0.44654088050314467,0.389937106918239,0.4025157232704403,0.44025157232704404,0.4025157232704403
Shuffle3_PhILR_prev_filt90_IQtree_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.46540880503144655,0.42138364779874216,0.4025157232704403,0.44025157232704404,0.4088050314465409,0.4339622641509434,0.4276729559748428,0.4779874213836478,0.44654088050314467,0.46540880503144655,0.41509433962264153,0.4025157232704403,0.4716981132075472,0.4025157232704403,0.44654088050314467,0.41509433962264153,0.3710691823899371,0.389937106918239,0.41509433962264153,0.42138364779874216
alr_DADA2,Recruitment.Location,white,0.41509433962264153,0.4088050314465409,0.4025157232704403,0.41509433962264153,0.39622641509433965,0.33962264150943394,0.41509433962264153,0.39622641509433965,0.4339622641509434,0.3836477987421384,0.3522012578616352,0.3584905660377358,0.389937106918239,0.3270440251572327,0.3836477987421384,0.37735849056603776,0.3522012578616352,0.4025157232704403,0.37735849056603776,0.3836477987421384
clr_DADA2,Recruitment.Location,white,0.44025157232704404,0.37735849056603776,0.4339622641509434,0.4339622641509434,0.4276729559748428,0.39622641509433965,0.44025157232704404,0.4339622641509434,0.41509433962264153,0.4339622641509434,0.41509433962264153,0.37735849056603776,0.44025157232704404,0.37735849056603776,0.4276729559748428,0.4025157232704403,0.3522012578616352,0.37735849056603776,0.389937106918239,0.3710691823899371
raw_DADA2,Recruitment.Location,white,0.4528301886792453,0.39622641509433965,0.4025157232704403,0.4339622641509434,0.4088050314465409,0.44025157232704404,0.42138364779874216,0.4339622641509434,0.4528301886792453,0.4779874213836478,0.4339622641509434,0.39622641509433965,0.49056603773584906,0.42138364779874216,0.44025157232704404,0.41509433962264153,0.3584905660377358,0.4025157232704403,0.42138364779874216,0.41509433962264153
lognorm_DADA2,Recruitment.Location,y,0.4528301886792453,0.4276729559748428,0.42138364779874216,0.4591194968553459,0.4025157232704403,0.4339622641509434,0.4591194968553459,0.4716981132075472,0.44654088050314467,0.5031446540880503,0.44025157232704404,0.4025157232704403,0.4528301886792453,0.4339622641509434,0.4528301886792453,0.4339622641509434,0.3710691823899371,0.4025157232704403,0.4591194968553459,0.4025157232704403
lognorm_Silva_DADA2,Recruitment.Location,y,0.4240506329113924,0.4620253164556962,0.37341772151898733,0.43670886075949367,0.43670886075949367,0.3924050632911392,0.4430379746835443,0.46835443037974683,0.4430379746835443,0.44936708860759494,0.46835443037974683,0.4177215189873418,0.47468354430379744,0.4873417721518987,0.4177215189873418,0.3987341772151899,0.33544303797468356,0.45569620253164556,0.5063291139240507,0.46835443037974683
Silva_DADA2,Recruitment.Location,white,0.44654088050314467,0.4025157232704403,0.389937106918239,0.4528301886792453,0.4025157232704403,0.4276729559748428,0.42138364779874216,0.46540880503144655,0.4528301886792453,0.5031446540880503,0.4276729559748428,0.3710691823899371,0.46540880503144655,0.42138364779874216,0.4339622641509434,0.4339622641509434,0.37735849056603776,0.4025157232704403,0.4339622641509434,0.42138364779874216
Silva_DADA2_blw.sqrt_enorm,Recruitment.Location,#050598,0.46540880503144655,0.44654088050314467,0.37735849056603776,0.4591194968553459,0.4025157232704403,0.4339622641509434,0.46540880503144655,0.3836477987421384,0.44654088050314467,0.4528301886792453,0.4025157232704403,0.4025157232704403,0.42138364779874216,0.39622641509433965,0.44025157232704404,0.39622641509433965,0.36477987421383645,0.3710691823899371,0.4528301886792453,0.39622641509433965
Shuffle1_PhILR_Silva_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.42138364779874216,0.4276729559748428,0.3836477987421384,0.4528301886792453,0.4088050314465409,0.39622641509433965,0.41509433962264153,0.44025157232704404,0.4339622641509434,0.4716981132075472,0.4591194968553459,0.39622641509433965,0.4591194968553459,0.44025157232704404,0.4528301886792453,0.4088050314465409,0.3836477987421384,0.4088050314465409,0.4025157232704403,0.4025157232704403
Shuffle2_PhILR_Silva_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.48427672955974843,0.4528301886792453,0.36477987421383645,0.44654088050314467,0.36477987421383645,0.42138364779874216,0.44654088050314467,0.42138364779874216,0.44654088050314467,0.46540880503144655,0.4339622641509434,0.4025157232704403,0.4716981132075472,0.42138364779874216,0.4528301886792453,0.4088050314465409,0.39622641509433965,0.4276729559748428,0.4339622641509434,0.37735849056603776
Shuffle3_PhILR_Silva_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.4779874213836478,0.42138364779874216,0.42138364779874216,0.4528301886792453,0.4088050314465409,0.4339622641509434,0.39622641509433965,0.44654088050314467,0.4591194968553459,0.4528301886792453,0.4276729559748428,0.3710691823899371,0.48427672955974843,0.4276729559748428,0.42138364779874216,0.4528301886792453,0.44025157232704404,0.41509433962264153,0.4528301886792453,0.4088050314465409
Filtered_Silva_DADA2,Recruitment.Location,white,0.46540880503144655,0.37735849056603776,0.34591194968553457,0.4528301886792453,0.42138364779874216,0.42138364779874216,0.39622641509433965,0.41509433962264153,0.42138364779874216,0.44025157232704404,0.4591194968553459,0.3333333333333333,0.4088050314465409,0.389937106918239,0.41509433962264153,0.4276729559748428,0.37735849056603776,0.39622641509433965,0.3584905660377358,0.36477987421383645
Filtered_Silva_DADA2_blw.sqrt_enorm,Recruitment.Location,#050598,0.46540880503144655,0.3836477987421384,0.3584905660377358,0.42138364779874216,0.4025157232704403,0.4025157232704403,0.4276729559748428,0.4088050314465409,0.389937106918239,0.41509433962264153,0.3710691823899371,0.3270440251572327,0.389937106918239,0.37735849056603776,0.41509433962264153,0.4088050314465409,0.3710691823899371,0.4088050314465409,0.39622641509433965,0.3710691823899371
Shuffle1_PhILR_Filtered_Silva_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.4025157232704403,0.36477987421383645,0.37735849056603776,0.4528301886792453,0.389937106918239,0.39622641509433965,0.4025157232704403,0.41509433962264153,0.39622641509433965,0.41509433962264153,0.42138364779874216,0.3522012578616352,0.39622641509433965,0.3710691823899371,0.4088050314465409,0.39622641509433965,0.3710691823899371,0.3710691823899371,0.37735849056603776,0.37735849056603776
Shuffle2_PhILR_Filtered_Silva_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.4025157232704403,0.33962264150943394,0.4025157232704403,0.4088050314465409,0.39622641509433965,0.42138364779874216,0.3710691823899371,0.4276729559748428,0.4025157232704403,0.4276729559748428,0.4088050314465409,0.37735849056603776,0.41509433962264153,0.389937106918239,0.42138364779874216,0.39622641509433965,0.31446540880503143,0.389937106918239,0.4025157232704403,0.3522012578616352
Shuffle3_PhILR_Filtered_Silva_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.4025157232704403,0.3584905660377358,0.389937106918239,0.42138364779874216,0.3836477987421384,0.41509433962264153,0.4025157232704403,0.42138364779874216,0.4276729559748428,0.4339622641509434,0.44025157232704404,0.3333333333333333,0.389937106918239,0.4025157232704403,0.4088050314465409,0.39622641509433965,0.3584905660377358,0.37735849056603776,0.4088050314465409,0.3710691823899371
Filtered_UPGMA_DADA2,Recruitment.Location,white,0.44654088050314467,0.41509433962264153,0.4025157232704403,0.41509433962264153,0.4025157232704403,0.42138364779874216,0.4528301886792453,0.41509433962264153,0.42138364779874216,0.44654088050314467,0.41509433962264153,0.3710691823899371,0.41509433962264153,0.39622641509433965,0.42138364779874216,0.389937106918239,0.3836477987421384,0.39622641509433965,0.3836477987421384,0.39622641509433965
Filtered_UPGMA_DADA2_blw.sqrt_enorm,Recruitment.Location,#050598,0.4025157232704403,0.39622641509433965,0.4025157232704403,0.44025157232704404,0.4025157232704403,0.4276729559748428,0.4528301886792453,0.44025157232704404,0.44654088050314467,0.4276729559748428,0.4088050314465409,0.3710691823899371,0.44025157232704404,0.44025157232704404,0.4339622641509434,0.41509433962264153,0.3836477987421384,0.42138364779874216,0.4276729559748428,0.42138364779874216
Shuffle1_PhILR_Filtered_UPGMA_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.4528301886792453,0.39622641509433965,0.3522012578616352,0.41509433962264153,0.4025157232704403,0.41509433962264153,0.4716981132075472,0.42138364779874216,0.3836477987421384,0.4339622641509434,0.4276729559748428,0.3710691823899371,0.4276729559748428,0.39622641509433965,0.42138364779874216,0.389937106918239,0.3836477987421384,0.389937106918239,0.4088050314465409,0.4088050314465409
Shuffle2_PhILR_Filtered_UPGMA_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.44654088050314467,0.3836477987421384,0.3710691823899371,0.4591194968553459,0.39622641509433965,0.3836477987421384,0.4339622641509434,0.42138364779874216,0.44025157232704404,0.4528301886792453,0.44654088050314467,0.39622641509433965,0.4339622641509434,0.39622641509433965,0.4591194968553459,0.4276729559748428,0.37735849056603776,0.4088050314465409,0.39622641509433965,0.41509433962264153
Shuffle3_PhILR_Filtered_UPGMA_DADA2_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.46540880503144655,0.3836477987421384,0.3584905660377358,0.44025157232704404,0.41509433962264153,0.41509433962264153,0.44654088050314467,0.39622641509433965,0.4088050314465409,0.41509433962264153,0.44654088050314467,0.3710691823899371,0.4276729559748428,0.41509433962264153,0.3836477987421384,0.389937106918239,0.389937106918239,0.39622641509433965,0.389937106918239,0.41509433962264153
Filtered_IQtree,Recruitment.Location,white,0.4591194968553459,0.39622641509433965,0.3836477987421384,0.4276729559748428,0.4088050314465409,0.4276729559748428,0.4528301886792453,0.4276729559748428,0.44025157232704404,0.4591194968553459,0.4716981132075472,0.39622641509433965,0.46540880503144655,0.4528301886792453,0.4276729559748428,0.42138364779874216,0.37735849056603776,0.4088050314465409,0.3836477987421384,0.41509433962264153
Filtered_IQtree_blw.sqrt_enorm,Recruitment.Location,#050598,0.4716981132075472,0.389937106918239,0.33962264150943394,0.44654088050314467,0.42138364779874216,0.44654088050314467,0.4591194968553459,0.39622641509433965,0.4591194968553459,0.4716981132075472,0.4276729559748428,0.39622641509433965,0.42138364779874216,0.4716981132075472,0.41509433962264153,0.42138364779874216,0.3522012578616352,0.4276729559748428,0.4088050314465409,0.4276729559748428
Shuffle1_PhILR_Filtered_IQtree_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.44025157232704404,0.3710691823899371,0.3836477987421384,0.4591194968553459,0.3836477987421384,0.389937106918239,0.44654088050314467,0.41509433962264153,0.39622641509433965,0.4339622641509434,0.44654088050314467,0.37735849056603776,0.39622641509433965,0.41509433962264153,0.389937106918239,0.37735849056603776,0.4025157232704403,0.3710691823899371,0.4025157232704403,0.41509433962264153
Shuffle2_PhILR_Filtered_IQtree_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.44654088050314467,0.4025157232704403,0.3836477987421384,0.4339622641509434,0.39622641509433965,0.39622641509433965,0.4276729559748428,0.4088050314465409,0.4025157232704403,0.44025157232704404,0.4528301886792453,0.3584905660377358,0.4528301886792453,0.4276729559748428,0.4088050314465409,0.41509433962264153,0.37735849056603776,0.3836477987421384,0.41509433962264153,0.4025157232704403
Shuffle3_PhILR_Filtered_IQtree_blw.sqrt_enorm,Recruitment.Location,#f7d8a0,0.46540880503144655,0.4025157232704403,0.36477987421383645,0.44654088050314467,0.42138364779874216,0.39622641509433965,0.44654088050314467,0.4591194968553459,0.4276729559748428,0.4528301886792453,0.4528301886792453,0.39622641509433965,0.41509433962264153,0.39622641509433965,0.4339622641509434,0.4276729559748428,0.389937106918239,0.4025157232704403,0.3836477987421384,0.39622641509433965
alr_prev_filt_DADA2,Researcher,plum,0.4394904458598726,0.35668789808917195,0.445859872611465,0.4585987261146497,0.4713375796178344,0.4713375796178344,0.45222929936305734,0.445859872611465,0.5222929936305732,0.4267515923566879,0.4140127388535032,0.4394904458598726,0.3821656050955414,0.4585987261146497,0.5031847133757962,0.445859872611465,0.4012738853503185,0.4140127388535032,0.4140127388535032,0.42038216560509556
clr_prev_filt_DADA2,Researcher,plum,0.46496815286624205,0.39490445859872614,0.40764331210191085,0.4968152866242038,0.5159235668789809,0.4585987261146497,0.47770700636942676,0.4713375796178344,0.5095541401273885,0.40764331210191085,0.445859872611465,0.4394904458598726,0.39490445859872614,0.49044585987261147,0.4840764331210191,0.5031847133757962,0.4140127388535032,0.4267515923566879,0.445859872611465,0.4840764331210191
raw_prev_filt_DADA2,Researcher,plum,0.42105263157894735,0.4144736842105263,0.4473684210526316,0.4473684210526316,0.47368421052631576,0.46710526315789475,0.4407894736842105,0.48026315789473684,0.4868421052631579,0.5,0.4407894736842105,0.48026315789473684,0.40789473684210525,0.4407894736842105,0.5460526315789473,0.4276315789473684,0.42105263157894735,0.45394736842105265,0.4407894736842105,0.4276315789473684
propotions_prev_filt_DADA2,Researcher,y,0.49044585987261147,0.40764331210191085,0.46496815286624205,0.5095541401273885,0.5095541401273885,0.49044585987261147,0.5031847133757962,0.5095541401273885,0.5222929936305732,0.4840764331210191,0.4585987261146497,0.5031847133757962,0.43312101910828027,0.5095541401273885,0.5477707006369427,0.5031847133757962,0.4585987261146497,0.47770700636942676,0.4585987261146497,0.4968152866242038
Heilinger_prev_filt_DADA2,Researcher,y,0.4585987261146497,0.4140127388535032,0.4713375796178344,0.4840764331210191,0.5095541401273885,0.49044585987261147,0.4968152866242038,0.5222929936305732,0.5414012738853503,0.49044585987261147,0.47770700636942676,0.4713375796178344,0.445859872611465,0.5222929936305732,0.5414012738853503,0.5286624203821656,0.4585987261146497,0.46496815286624205,0.4585987261146497,0.4840764331210191
propotions_DADA2,Researcher,y,0.46496815286624205,0.39490445859872614,0.4840764331210191,0.49044585987261147,0.5031847133757962,0.4140127388535032,0.46496815286624205,0.5031847133757962,0.49044585987261147,0.445859872611465,0.4585987261146497,0.4840764331210191,0.4012738853503185,0.49044585987261147,0.5222929936305732,0.4713375796178344,0.49044585987261147,0.47770700636942676,0.49044585987261147,0.45222929936305734
Heilinger_DADA2,Researcher,y,0.42038216560509556,0.3821656050955414,0.45222929936305734,0.47770700636942676,0.49044585987261147,0.43312101910828027,0.47770700636942676,0.4968152866242038,0.5286624203821656,0.45222929936305734,0.43312101910828027,0.47770700636942676,0.3885350318471338,0.47770700636942676,0.5031847133757962,0.4713375796178344,0.47770700636942676,0.4585987261146497,0.445859872611465,0.4713375796178344
rarefied_prev_filt_DADA2,Researcher,purple,0.48344370860927155,0.4900662251655629,0.5099337748344371,0.4966887417218543,0.4966887417218543,0.4768211920529801,0.4966887417218543,0.4768211920529801,0.4768211920529801,0.543046357615894,0.47019867549668876,0.5033112582781457,0.48344370860927155,0.5099337748344371,0.5761589403973509,0.3973509933774834,0.41721854304635764,0.5165562913907285,0.5099337748344371,0.41721854304635764
rarefied_DADA2,Researcher,purple,0.4868421052631579,0.39473684210526316,0.4605263157894737,0.4605263157894737,0.5,0.46710526315789475,0.4276315789473684,0.47368421052631576,0.45394736842105265,0.5197368421052632,0.45394736842105265,0.45394736842105265,0.45394736842105265,0.4605263157894737,0.5197368421052632,0.4605263157894737,0.3881578947368421,0.47368421052631576,0.47368421052631576,0.42105263157894735
lognorm_prev_filt_DADA2,Researcher,y,0.47770700636942676,0.4140127388535032,0.49044585987261147,0.5477707006369427,0.5159235668789809,0.49044585987261147,0.4840764331210191,0.5414012738853503,0.4840764331210191,0.4713375796178344,0.46496815286624205,0.4713375796178344,0.43312101910828027,0.4968152866242038,0.5668789808917197,0.4968152866242038,0.5031847133757962,0.4840764331210191,0.47770700636942676,0.4713375796178344
Silva_prev_filt_DADA2,Researcher,white,0.5131578947368421,0.4342105263157895,0.4605263157894737,0.4868421052631579,0.5460526315789473,0.47368421052631576,0.4605263157894737,0.45394736842105265,0.4868421052631579,0.4934210526315789,0.4342105263157895,0.4868421052631579,0.4144736842105263,0.4605263157894737,0.5526315789473685,0.45394736842105265,0.40789473684210525,0.5394736842105263,0.5,0.4868421052631579
prev_filt90_Silva_DADA2_blw.sqrt_enorm,Researcher,#050598,0.5197368421052632,0.48026315789473684,0.48026315789473684,0.4473684210526316,0.5,0.4473684210526316,0.5131578947368421,0.5394736842105263,0.5263157894736842,0.5263157894736842,0.47368421052631576,0.5131578947368421,0.4473684210526316,0.5657894736842105,0.5328947368421053,0.46710526315789475,0.42105263157894735,0.47368421052631576,0.5131578947368421,0.45394736842105265
Shuffle1_PhILR_prev_filt90_Silva_DADA2_blw.sqrt_enorm,Researcher,#f7d8a0,0.45394736842105265,0.4276315789473684,0.4934210526315789,0.45394736842105265,0.5131578947368421,0.48026315789473684,0.47368421052631576,0.4407894736842105,0.4934210526315789,0.47368421052631576,0.4605263157894737,0.47368421052631576,0.45394736842105265,0.47368421052631576,0.5328947368421053,0.4868421052631579,0.4407894736842105,0.47368421052631576,0.42105263157894735,0.4342105263157895
Shuffle2_PhILR_prev_filt90_Silva_DADA2_blw.sqrt_enorm,Researcher,#f7d8a0,0.48026315789473684,0.42105263157894735,0.4868421052631579,0.5,0.5328947368421053,0.47368421052631576,0.4934210526315789,0.4934210526315789,0.4342105263157895,0.5197368421052632,0.47368421052631576,0.506578947368421,0.4473684210526316,0.4407894736842105,0.5592105263157895,0.4473684210526316,0.4276315789473684,0.48026315789473684,0.4605263157894737,0.5
